1.0,1.4
0.9,1.2
1.1,1.4
0.8,1.3
1.2,1.2
0.7,1.1
5.0,4.4
5.9,4.2
5.1,4.4
5.8,4.3
5.2,4.2
5.7,1.1
5.0,1.4
5.9,1.2
5.1,1.4
5.8,1.3
5.2,1.2
5.7,1.1
1.0,1.4
0.9,1.2
1.1,1.4
0.8,1.3
1.2,1.2
0.7,1.1
5.0,4.4
5.9,4.2
5.1,4.4
5.8,4.3
5.2,4.2
5.7,1.1
5.0,1.4
5.9,1.2
5.1,1.4
5.8,1.3
5.2,1.2
5.7,1.1
1.0,1.4
0.9,1.2
1.1,1.4
0.8,1.3
1.2,1.2
0.7,1.1
5.0,4.4
5.9,4.2
5.1,4.4
5.8,4.3
5.2,4.2
5.7,1.1
5.0,1.4
5.9,1.2
5.1,1.4
5.8,1.3
5.2,1.2
5.7,1.1
1.0,1.4
0.9,1.2
1.1,1.4
0.8,1.3
1.2,1.2
0.7,1.1
5.0,4.4
5.9,4.2
5.1,4.4
5.8,4.3
5.2,4.2
5.7,1.1
5.0,1.4
5.9,1.2
5.1,1.4
5.8,1.3
5.2,1.2
5.7,1.1
1.0,1.4
0.9,1.2
1.1,1.4
0.8,1.3
1.2,1.2
0.7,1.1
5.0,4.4
5.9,4.2
5.1,4.4
5.8,4.3
5.2,4.2
5.7,1.1
5.0,1.4
5.9,1.2
5.1,1.4
5.8,1.3
5.2,1.2
5.7,1.1
1.0,1.4
0.9,1.2
1.1,1.4
0.8,1.3
1.2,1.2
0.7,1.1
5.0,4.4
5.9,4.2
5.1,4.4
5.8,4.3
5.2,4.2
5.7,1.1
5.0,1.4
5.9,1.2
5.1,1.4
5.8,1.3
5.2,1.2
5.7,1.1
1.0,1.4
0.9,1.2
1.1,1.4
0.8,1.3
1.2,1.2
0.7,1.1
5.0,4.4
5.9,4.2
5.1,4.4
5.8,4.3
5.2,4.2
5.7,1.1
5.0,1.4
5.9,1.2
5.1,1.4
5.8,1.3
5.2,1.2
5.7,1.1
1.0,1.4
0.9,1.2
1.1,1.4
0.8,1.3
1.2,1.2
0.7,1.1
5.0,4.4
5.9,4.2
5.1,4.4
5.8,4.3
5.2,4.2
5.7,1.1
5.0,1.4
5.9,1.2
5.1,1.4
5.8,1.3
5.2,1.2
5.7,1.1
1.0,1.4
0.9,1.2
1.1,1.4
0.8,1.3
1.2,1.2
0.7,1.1
5.0,4.4
5.9,4.2
5.1,4.4
5.8,4.3
5.2,4.2
5.7,1.1
5.0,1.4
5.9,1.2
5.1,1.4
5.8,1.3
5.2,1.2
5.7,1.1
1.0,1.4
0.9,1.2
1.1,1.4
0.8,1.3
1.2,1.2
0.7,1.1
5.0,4.4
5.9,4.2
5.1,4.4
5.8,4.3
5.2,4.2
5.7,1.1
5.0,1.4
5.9,1.2
5.1,1.4
5.8,1.3
5.2,1.2
5.7,1.1
1.0,1.4
0.9,1.2
1.1,1.4
0.8,1.3
1.2,1.2
0.7,1.1
5.0,4.4
5.9,4.2
5.1,4.4
5.8,4.3
5.2,4.2
5.7,1.1
5.0,1.4
5.9,1.2
5.1,1.4
5.8,1.3
5.2,1.2
5.7,1.1
1.0,1.4
0.9,1.2
1.1,1.4
0.8,1.3
1.2,1.2
0.7,1.1
5.0,4.4
5.9,4.2
5.1,4.4
5.8,4.3
5.2,4.2
5.7,1.1
5.0,1.4
5.9,1.2
5.1,1.4
5.8,1.3
5.2,1.2
5.7,1.1
1.0,1.4
0.9,1.2
1.1,1.4
0.8,1.3
1.2,1.2
0.7,1.1
5.0,4.4
5.9,4.2
5.1,4.4
5.8,4.3
5.2,4.2
5.7,1.1
5.0,1.4
5.9,1.2
5.1,1.4
5.8,1.3
5.2,1.2
5.7,1.1
1.0,1.4
0.9,1.2
1.1,1.4
0.8,1.3
1.2,1.2
0.7,1.1
5.0,4.4
5.9,4.2
5.1,4.4
5.8,4.3
5.2,4.2
5.7,1.1
5.0,1.4
5.9,1.2
5.1,1.4
5.8,1.3
5.2,1.2
5.7,1.1
1.0,1.4
0.9,1.2
1.1,1.4
0.8,1.3
1.2,1.2
0.7,1.1
5.0,4.4
5.9,4.2
5.1,4.4
5.8,4.3
5.2,4.2
5.7,1.1
5.0,1.4
5.9,1.2
5.1,1.4
5.8,1.3
5.2,1.2
5.7,1.1
1.0,1.4
0.9,1.2
1.1,1.4
0.8,1.3
1.2,1.2
0.7,1.1
5.0,4.4
5.9,4.2
5.1,4.4
5.8,4.3
5.2,4.2
5.7,1.1
5.0,1.4
5.9,1.2
5.1,1.4
5.8,1.3
5.2,1.2
5.7,1.1
1.0,1.4
0.9,1.2
1.1,1.4
0.8,1.3
1.2,1.2
0.7,1.1
5.0,4.4
5.9,4.2
5.1,4.4
5.8,4.3
5.2,4.2
5.7,1.1
5.0,1.4
5.9,1.2
5.1,1.4
5.8,1.3
5.2,1.2
5.7,1.1
1.0,1.4
0.9,1.2
1.1,1.4
0.8,1.3
1.2,1.2
0.7,1.1
5.0,4.4
5.9,4.2
5.1,4.4
5.8,4.3
5.2,4.2
5.7,1.1
5.0,1.4
5.9,1.2
5.1,1.4
5.8,1.3
5.2,1.2
5.7,1.1
1.0,1.4
0.9,1.2
1.1,1.4
0.8,1.3
1.2,1.2
0.7,1.1
5.0,4.4
5.9,4.2
5.1,4.4
5.8,4.3
5.2,4.2
5.7,1.1
5.0,1.4
5.9,1.2
5.1,1.4
5.8,1.3
5.2,1.2
5.7,1.1
1.0,1.4
0.9,1.2
1.1,1.4
0.8,1.3
1.2,1.2
0.7,1.1
5.0,4.4
5.9,4.2
5.1,4.4
5.8,4.3
5.2,4.2
5.7,1.1
5.0,1.4
5.9,1.2
5.1,1.4
5.8,1.3
5.2,1.2
5.7,1.1
